city,lng,lat,subject,src,page,year
Juvigny,"4,261285","49,019565",Philippe,122,95,1574
Jametz,"5,381053","49,430415",Philippe,122,95,1574
Jametz,"5,381053","49,430415",Philippe,123,96,1574
Sedan,"4,93863","49,70349",Philippe,123,96,1574
Sedan,"4,93863","49,70349",Philippe,124,97,1574
Sedan,"4,93863","49,70349",Philippe,125,99,1574
Sedan,"4,93863","49,70349",Philippe,126,100,1574
Sedan,"4,93863","49,70349",Philippe,127,101,1574
Clèves,"6,5753","51,7389",Philippe,127,101,1574
Sedan,"4,93863","49,70349",Philippe,127,101,1574
Sedan,"4,93863","49,70349",Philippe,128,103,1574
Sedan,"4,93863","49,70349",Philippe,129,104,1574
Sedan,"4,93863","49,70349",Philippe,130,106,1574
Buzancy,"5,3943","49,3752",Philippe,130,106,1574
Attigny,"5,018","49,4271",Philippe,131,107,1574
Sedan,"4,93863","49,70349",Philippe,131,107,1574
Attigny,"5,018","49,4271",Philippe,131,107,1574
Attigny,"5,018","49,4271",Philippe,132,109,1574
Pontavert,"4,2599","49,3555",Philippe,132,109,1575
Dormans,"3,638479","49,07464",Philippe,132,109,1575
Paris,"2,3522219","48,856614",Charlotte,98,62,1567
Paris,"2,3522219","48,856614",Charlotte,101,66,1568
Sedan,"4,93863","49,70349",Charlotte,106,72,1569
Paris,"2,3522219","48,856614",Charlotte,107,73,1575
Paris,"2,3522219","48,856614",Charlotte,108,75,1575
Paris,"2,3522219","48,856614",Charlotte,109,76,1575
Paris,"2,3522219","48,856614",Charlotte,110,78,1575
Paris,"2,3522219","48,856614",Charlotte,111,79,1575
Paris,"2,3821","48,8471",Charlotte,111,79,1575
Petit Laborde,"2,406868","48,664132",Charlotte,112,81,1575
Petit Laborde,"2,406868","48,664132",Charlotte,113,83,1575
Evry,"2,8702","48,5712",Charlotte,113,83,1575
Bouschet,"2,363642","48,536456",Charlotte,113,83,1575
Bouschet,"2,363642","48,536456",Charlotte,114,84,1575
Seine Port,"2,9938","48,5039",Charlotte,114,84,1575
Esprunes,"2,6168","48,5977",Charlotte,114,84,1575
Châtillon-la-Borde,"2,8255","48,5329",Charlotte,115,86,1575
Sedan,"4,93863","49,70349",Charlotte,115,86,1575
Sedan,"4,93863","49,70349",Charlotte,125,99,1575
Sedan,"4,93863","49,70349",Charlotte,126,100,1575
Sedan,"4,93863","49,70349",Charlotte,127,101,1575
Sedan,"4,93863","49,70349",Charlotte,128,103,1575
Sedan,"4,93863","49,70349",Charlotte,129,104,1575
Sedan,"4,93863","49,70349",Charlotte,130,106,1575
Sedan,"4,93863","49,70349",Charlotte,131,107,1575
